,links
308,Sony Computer Entertainment
309,Sony Interactive Entertainment
310,Sony Pictures Television
311,Spawning (video gaming)
312,Special edition
313,Spike Video Game Awards
314,Springer Nature
315,Stand-alone expansion pack
316,Star Wars: Knights of the Old Republic (video game)
317,Stealth game
318,Subtext
319,Super Mario Galaxy
320,Survivalist
321,Survivor guilt
322,Sydney 2000 (video game)
323,TLoU
324,TechRadar
325,The A.V. Club
326,The Daily Telegraph
327,The Elder Scrolls V: Skyrim
328,The Escapist (magazine)
329,The Game Awards 2014
330,The Guardian
331,The Hollywood Reporter
332,The Independent
333,The Last of Us: American Dreams
334,The Last of Us: Left Behind
335,The Last of Us (TV series)
336,The Last of Us (disambiguation)
337,The Last of Us Part I
338,The Last of Us Part II
339,The Legend of Zelda: Breath of the Wild
340,The Legend of Zelda: Ocarina of Time
341,The New York Times
342,The Onion
343,The Sims (video game)
344,The Verge
345,The Washington Post
346,The Witcher 3: Wild Hunt
347,Tlou
348,Tokenism
349,Tom Clancy's Ghost Recon Advanced Warfighter
350,Tony Hawk's Pro Skater 2
351,Totalitarian
352,Troy Baker
353,Tutorial (video games)
354,UBM plc
355,USGamer
356,USgamer
357,Ultimate Spider-Man (video game)
358,Uncharted
359,Uncharted: Drake's Fortune
360,Uncharted: The Lost Legacy
361,Uncharted 2: Among Thieves
362,Uncharted 3: Drake's Deception
363,Uncharted 4: A Thief's End
364,United Kingdom
365,Untitled Goose Game
366,User interface design
367,VG247
368,VIAF (identifier)
369,Valence Media
370,Valiant Hearts: The Great War
371,Variety (magazine)
372,VentureBeat
373,Video Games Chronicle
374,Video game artist
375,Video game composer
376,Video game creative director
377,Video game designer
378,Video game developer
379,Video game genre
380,Video game graphics
381,Video game programmer
382,Video game publisher
383,Video game remake
384,Video game writer
385,Vijay S. Pande
386,Virtual camera system
387,Voice acting
388,Vox Media
389,W. Earl Brown
390,Way of the Warrior (video game)
391,What Remains of Edith Finch
392,Windows
393,Writers Guild of America Awards
394,XrossMediaBar
395,Ziff Davis
396,Zombie (fiction)
397,Wikipedia:Contents/Portals
398,Wikipedia:Featured articles
399,Template:Annie Award for Best Animated Video Game
400,Template:BAFTA Games BG
401,Template:DICE GOTY
402,Template:GDCA GOTY
403,Template:Naughty Dog
404,Template:The Last of Us
405,Template talk:Annie Award for Best Animated Video Game
406,Template talk:BAFTA Games BG
407,Template talk:DICE GOTY
408,Template talk:GDCA GOTY
409,Template talk:Naughty Dog
410,Template talk:The Last of Us
411,Help:Authority control
412,Category:Articles with BNF identifiers
413,Category:Articles with LCCN identifiers
414,Category:Articles with VIAF identifiers
415,Category:Articles with multiple identifiers
416,Category:Naughty Dog games
417,Category:The Last of Us
418,Category:Use mdy dates from June 2020
419,Portal:Speculative fiction
420,Portal:Speculative fiction/Horror
421,Portal:Video games
422,Portal:Viruses
