,links
138,Helen Lewis (journalist)
139,Hired Guns
140,History of video game consoles (eighth generation)
141,History of video game consoles (seventh generation)
142,Hot Coffee (minigame)
143,IGN
144,ISBN (identifier)
145,Incapacitating agent
146,Independence Day (United States)
147,International Business Times
148,Interrogation
149,Jacked: The Outlaw Story of Grand Theft Auto
150,Jann Wenner
151,Jeff Gerstmann
152,Jetpac
153,Jeuxvideo.com
154,Jim Sterling
155,John Madden Football (1990 video game)
156,Joystiq
157,Kendrick Lamar
158,Kick Off (series)
159,Knight Lore
160,Kotaku
161,Latin American
162,Lemmings (video game)
163,Lemmings 2: The Tribes
164,Leslie Benzies
165,Lindsay Lohan
166,List of Game of the Year awards
167,List of best-selling video games
168,List of most expensive video games to develop
169,Loading screen
170,Los Angeles
171,MCV (magazine)
172,Machinima.com
173,Manhunt (video game)
174,MarketWatch
175,Mass Effect 2
176,Max Payne 3
177,Mega Man (1987 video game)
178,Melee (gaming)
179,Menace (video game)
180,Metacritic
181,Methamphetamine
182,Mexican standoff
183,Mike Dailly (game designer)
184,Mini-map
185,Misogyny
186,Mob Wives
187,Mod (video gaming)
188,Motion capture
189,Movie theater
190,Multi Theft Auto
191,Multiplayer
192,Music of Grand Theft Auto V
193,NASDAQ OMX Group
194,NME
195,Ned Luke
196,Newsbeat
197,Niko Bellic
198,Nonlinear gameplay
199,Official Xbox Magazine
200,Oh No (musician)
201,Old Love / New Love
202,Online leaderboards
203,Online multiplayer
204,Open world
205,Operation Wolf
206,Out Run
207,PC Gamer
208,Penske Business Media
209,Pitchfork Media
210,PlayStation
211,PlayStation 3
212,PlayStation 4
213,PlayStation 5
214,PlayStation Official Magazine - UK
215,PlayStation Store
216,Play (UK magazine)
217,Player versus player
218,Polygon (website)
219,Portal 2
220,Postmedia News
221,Pound sterling
222,Pre-order
223,Private military company
224,Protagonist
225,Push Square
226,Red Dead Redemption
227,Red Dead Redemption 2
228,Red Ventures
229,Repossession
230,Resident Evil 2 (2019 video game)
231,Resident Evil Village
232,Reuters
233,Rick Dangerous 2
234,Robbery
235,Rockstar Advanced Game Engine
236,Rockstar Games
237,Rockstar Games Social Club
238,Rockstar Leeds
239,Rockstar London
240,Rockstar New England
241,Rockstar North
242,Rockstar San Diego
243,Rockstar Toronto
244,Rolling Stone
245,SUDOC (identifier)
246,SWAT
247,Sam Houser
248,Satellite Awards
249,Screen Rant
250,Scuba diving
251,Seventh generation of video game consoles
252,Shawn Fonteno
253,Single-player
254,Single-player video game
255,Slant Magazine
256,Sleepwalking (The Chain Gang of 1974 song)
257,Smartphone
258,Sonic the Hedgehog (1991 video game)
259,Soulcalibur (video game)
260,Soundtracks of Grand Theft Auto: San Andreas
261,Southern California
262,Space Station Silicon Valley
263,Spatial anti-aliasing
264,Spawning (gaming)
265,Spawning (video gaming)
266,Special edition
267,Speedball (video game)
268,Spike (TV network)
269,Spike Video Game Awards
270,Stephanie Bendixsen
271,Steven O'Donnell (Australian actor)
272,Steven Ogg
273,Stock market
274,Street Fighter II: The World Warrior
275,Strip clubs
276,Suicide mission
277,Super Mario 64
278,Swan song
279,Take-Two Interactive
280,Talk radio
281,Tangerine Dream
282,Tanktics (1999 video game)
283,Target Australia
284,Taxicabs
285,TechRadar
286,The Alchemist (musician)
287,The Chain Gang of 1974
288,The Daily Telegraph
289,The Elder Scrolls IV: Oblivion
290,The Elder Scrolls V: Skyrim
291,The Escapist (magazine)
292,The Game Awards
293,The Game Awards 2014
294,The Gamechangers
295,The Guardian
296,The Hollywood Reporter
297,The Last of Us
298,The Last of Us Part II
299,The Legend of Zelda: Breath of the Wild
300,The Legend of Zelda: Ocarina of Time
301,The Scotsman
302,The Streamer Awards
303,The Untouchables (video game)
304,The Verge
305,The Way of the Exploding Fist
306,The Witcher 3: Wild Hunt
307,Third-person view
308,Thomson Reuters
309,Thunder Blade
310,Time (magazine)
311,Time Inc.
312,Tom Chick
313,Tommy Vercetti
314,Tony Hawk's Pro Skater 2
315,Trevor Philips
316,Triad (organized crime)
317,Twitter
318,UGO Networks
319,USA Today
320,Uniracers
321,Untitled Grand Theft Auto game
322,VG247
323,VGX (award show)
324,VGX 2013
325,VIAF (identifier)
326,Variety (magazine)
327,Venture capital
328,Viacom Media Networks
329,Video game artist
330,Video game composer
331,Video game designer
332,Video game developer
333,Video game genre
334,Video game journalism
335,Video game producer
336,Video game programmer
337,Video game publisher
338,Video game writer
339,Viral marketing
340,Virtual camera system
341,Vox Media
342,Walker (video game)
343,Webedia
344,Wild Metal Country
345,Windows
346,Wired (website)
347,Woody Jackson
348,Xbox 360
349,Xbox Live
350,Xbox One
351,Xbox Series X/S
352,Yahoo
353,Yahoo! News
354,YouTube
355,Ziff Davis
356,Wikipedia:Contents/Portals
357,Wikipedia:Featured articles
358,Wikipedia:Protection policy
359,Template:Golden Joystick GOTY
360,Template:Grand Theft Auto
361,Template:Rockstar North
362,Template talk:Golden Joystick GOTY
363,Template talk:Grand Theft Auto
364,Template talk:Rockstar North
365,Help:Authority control
366,Category:Articles with BNF identifiers
367,Category:Articles with SUDOC identifiers
368,Category:Articles with VIAF identifiers
369,Category:Grand Theft Auto
370,Category:Use British English from May 2019
371,Category:Use dmy dates from February 2022
372,Portal:Greater Los Angeles
373,Portal:Video games
