,links
257,Paolo Malatesta
258,Paolo and Francesca da Rimini
259,"Pape Satàn, pape Satàn aleppe"
260,Paradiso (Dante)
261,Peter Damian
262,Peter Lombard
263,Phlegethon
264,Phlegyas
265,Pia de' Tolomei
266,Pia de' Tolomei (Rossetti painting)
267,Piccarda Donati
268,Pietro della Vigna
269,Pipeworks Software
270,PlatinumGames
271,PlayStation
272,PlayStation 2
273,PlayStation 3
274,PlayStation 4
275,PlayStation 5
276,PlayStation All-Stars Battle Royale
277,PlayStation Portable
278,Plutus
279,Pope Adrian V
280,Pope Boniface VIII
281,Pope Nicholas III
282,Power Stone (video game)
283,Project X Zone
284,Project X Zone 2
285,Prosthesis
286,Purgatorio
287,Puzzle Fighter (2017 video game)
288,RE Engine
289,Raphèl mai amècche zabì almi
290,Red Dead
291,Research and development
292,Resident Evil
293,Resident Evil (film series)
294,Resident Evil 2
295,Resident Evil 4
296,Retro Gamer
297,Retroactive continuity
298,Ripheus
299,Rival Schools: United by Fate
300,Rubicante
301,Ruggieri degli Ubaldini
302,Saint Peter
303,Sapia Salvani
304,Sawaki Takeyasu
305,Scarmiglione
306,Screen Gems
307,Second circle of hell
308,Sengoku Basara
309,Seventh circle of hell
310,Shield Android TV
311,Shin Megami Tensei: Liberation Dx2
312,Shin Megami Tensei: Nocturne
313,Shin Megami Tensei III: Nocturne
314,Shinji Mikami
315,Shinkiro
316,Shirow Miwa
317,Shu Takumi
318,Siliconera
319,Sixth circle of hell
320,Solomon
321,Sordello
322,Star Gladiator
323,Statius
324,Steel Battalion
325,Street Fighter
326,Strider (1989 arcade game)
327,Strider (arcade game)
328,Styx
329,Suleputer
330,Super Smash Bros. Ultimate
331,Survival horror
332,Takashi Nishiyama
333,Tekken
334,Teppen
335,Terza rima
336,The Barque of Dante
337,The Barque of Dante (Manet)
338,The Cantos
339,The Daily Telegraph
340,The Dante Club
341,The Dante Quartet
342,The Divine Comedy (Smith)
343,The Gates of Hell
344,The Kiss (Rodin sculpture)
345,The Lost (video game)
346,The Story of Rimini
347,The System of Dante's Hell
348,The Thinker
349,The Wood of the Self-Murderers: The Harpies and the Suicides
350,Third circle of hell
351,Thomas Aquinas
352,Tokuro Fujiwara
353,Tokyo Game Show
354,Tokyopop
355,Trajan
356,Trish (Devil May Cry)
357,Twitter
358,USgamer
359,Ugolino della Gherardesca
360,Ultimate Marvel vs. Capcom 3
361,Vanillaware
362,Vanni Fucci
363,Vergil (Devil May Cry)
364,Verizon Communications
365,Video game developer
366,Video game genre
367,Video game music
368,Video game producer
369,Video game publisher
370,Viewtiful Joe
371,Viewtiful Joe: Red Hot Rumble
372,Viewtiful Joe (video game)
373,Virgil
374,Warring States period
375,WildStorm
376,Wowow
377,Xbox 360
378,Xbox One
379,Xbox Series X/S
380,Yoko Shimomura
381,Yoshiki Okamoto
382,Yoshinori Ono (game producer)
383,Zepp
384,Ōkami
385,Wikipedia:Link rot
386,Wikipedia:Verifiability
387,Template:Capcom
388,Template:Devil May Cry
389,Template:Divine Comedy navbox
390,Template talk:Capcom
391,Template talk:Devil May Cry
392,Template talk:Divine Comedy navbox
393,Category:Articles lacking reliable references from July 2021
394,Category:Articles with dead external links from February 2017
395,Category:Capcom
396,Category:Capcom people
397,Category:Devil May Cry
398,Category:Divine Comedy
399,Category:Use mdy dates from June 2013
